Results of experiments stored in: ./experiments/CartPole-v1_18

Episode: 1 (913), exploration: 0.9995000625, score: 28.0
Scores: (min: 11.0, avg: 82.58, max: 315.0)
Weights of target Q-network updated

Episode: 2716 (3628), exploration: 0.1, score: 102.0
Scores: (min: 11.0, avg: 82.56, max: 315.0)

Episode: 2717 (3629), exploration: 0.1, score: 11.0
Scores: (min: 11.0, avg: 82.3, max: 315.0)

Episode: 2718 (3630), exploration: 0.1, score: 99.0
Scores: (min: 11.0, avg: 82.78, max: 315.0)

Episode: 2719 (3631), exploration: 0.1, score: 51.0
Scores: (min: 11.0, avg: 81.68, max: 315.0)

Episode: 2720 (3632), exploration: 0.1, score: 14.0
Scores: (min: 11.0, avg: 80.79, max: 315.0)

Episode: 2721 (3633), exploration: 0.1, score: 100.0
Scores: (min: 11.0, avg: 81.25, max: 315.0)

Episode: 2722 (3634), exploration: 0.1, score: 98.0
Scores: (min: 11.0, avg: 80.9, max: 315.0)

Episode: 2723 (3635), exploration: 0.1, score: 23.0
Scores: (min: 11.0, avg: 79.66, max: 315.0)

Episode: 2724 (3636), exploration: 0.1, score: 93.0
Scores: (min: 11.0, avg: 79.19, max: 315.0)

Episode: 2725 (3637), exploration: 0.1, score: 34.0
Scores: (min: 11.0, avg: 78.2, max: 315.0)

Episode: 2726 (3638), exploration: 0.1, score: 14.0
Scores: (min: 11.0, avg: 76.58, max: 315.0)

Episode: 2727 (3639), exploration: 0.1, score: 100.0
Scores: (min: 11.0, avg: 76.81, max: 315.0)

Episode: 2728 (3640), exploration: 0.1, score: 28.0
Scores: (min: 11.0, avg: 76.93, max: 315.0)

Episode: 2729 (3641), exploration: 0.1, score: 23.0
Scores: (min: 11.0, avg: 76.71, max: 315.0)

Episode: 2730 (3642), exploration: 0.1, score: 14.0
Scores: (min: 11.0, avg: 75.21, max: 315.0)

Episode: 2731 (3643), exploration: 0.1, score: 19.0
Scores: (min: 11.0, avg: 74.24, max: 315.0)

Episode: 2732 (3644), exploration: 0.1, score: 94.0
Scores: (min: 11.0, avg: 74.78, max: 315.0)

Episode: 2733 (3645), exploration: 0.1, score: 115.0
Scores: (min: 11.0, avg: 73.77, max: 315.0)

Episode: 2734 (3646), exploration: 0.1, score: 19.0
Scores: (min: 11.0, avg: 73.5, max: 315.0)

Episode: 2735 (3647), exploration: 0.1, score: 26.0
Scores: (min: 11.0, avg: 73.57, max: 315.0)

Episode: 2736 (3648), exploration: 0.1, score: 21.0
Scores: (min: 11.0, avg: 72.21, max: 315.0)

Episode: 2737 (3649), exploration: 0.1, score: 99.0
Scores: (min: 11.0, avg: 73.09, max: 315.0)

Episode: 2738 (3650), exploration: 0.1, score: 19.0
Scores: (min: 11.0, avg: 71.91, max: 315.0)

Episode: 2739 (3651), exploration: 0.1, score: 16.0
Scores: (min: 11.0, avg: 71.81, max: 315.0)

Episode: 2740 (3652), exploration: 0.1, score: 15.0
Scores: (min: 11.0, avg: 70.62, max: 315.0)

Episode: 2741 (3653), exploration: 0.1, score: 108.0
Scores: (min: 11.0, avg: 71.32, max: 315.0)

Episode: 2742 (3654), exploration: 0.1, score: 96.0
Scores: (min: 11.0, avg: 70.63, max: 315.0)

Episode: 2743 (3655), exploration: 0.1, score: 113.0
Scores: (min: 11.0, avg: 71.07, max: 315.0)

Episode: 2744 (3656), exploration: 0.1, score: 96.0
Scores: (min: 11.0, avg: 68.88, max: 251.0)

Episode: 2745 (3657), exploration: 0.1, score: 19.0
Scores: (min: 11.0, avg: 68.92, max: 251.0)

Episode: 2746 (3658), exploration: 0.1, score: 116.0
Scores: (min: 11.0, avg: 67.71, max: 251.0)

Episode: 2747 (3659), exploration: 0.1, score: 112.0
Scores: (min: 11.0, avg: 66.32, max: 185.0)

Episode: 2748 (3660), exploration: 0.1, score: 18.0
Scores: (min: 11.0, avg: 66.23, max: 185.0)

Episode: 2749 (3661), exploration: 0.1, score: 94.0
Scores: (min: 11.0, avg: 66.12, max: 185.0)

Episode: 2750 (3662), exploration: 0.1, score: 36.0
Scores: (min: 11.0, avg: 65.39, max: 185.0)

Episode: 2751 (3663), exploration: 0.1, score: 99.0
Scores: (min: 11.0, avg: 65.36, max: 185.0)

Episode: 2752 (3664), exploration: 0.1, score: 13.0
Model Saved
Scores: (min: 11.0, avg: 65.31, max: 185.0)

Episode: 2753 (3665), exploration: 0.1, score: 44.0
Scores: (min: 11.0, avg: 64.47, max: 185.0)

Episode: 2754 (3666), exploration: 0.1, score: 109.0
Scores: (min: 11.0, avg: 65.33, max: 185.0)

Episode: 2755 (3667), exploration: 0.1, score: 100.0
Scores: (min: 11.0, avg: 66.14, max: 185.0)

Episode: 2756 (3668), exploration: 0.1, score: 94.0
Scores: (min: 11.0, avg: 66.09, max: 185.0)

Episode: 2757 (3669), exploration: 0.1, score: 60.0
Scores: (min: 11.0, avg: 65.67, max: 185.0)

Episode: 2758 (3670), exploration: 0.1, score: 16.0
Scores: (min: 11.0, avg: 64.83, max: 185.0)

Episode: 2759 (3671), exploration: 0.1, score: 110.0
Scores: (min: 11.0, avg: 64.87, max: 185.0)

Episode: 2760 (3672), exploration: 0.1, score: 106.0
Scores: (min: 11.0, avg: 65.8, max: 185.0)

Episode: 2761 (3673), exploration: 0.1, score: 99.0
Scores: (min: 11.0, avg: 65.78, max: 185.0)

Episode: 2762 (3674), exploration: 0.1, score: 118.0
Scores: (min: 11.0, avg: 66.77, max: 185.0)

Episode: 2763 (3675), exploration: 0.1, score: 19.0
Scores: (min: 11.0, avg: 65.82, max: 185.0)

Episode: 2764 (3676), exploration: 0.1, score: 96.0
Scores: (min: 11.0, avg: 66.6, max: 185.0)

Episode: 2765 (3677), exploration: 0.1, score: 106.0
Scores: (min: 11.0, avg: 67.34, max: 185.0)

Episode: 2766 (3678), exploration: 0.1, score: 15.0
Scores: (min: 11.0, avg: 66.54, max: 185.0)

Episode: 2767 (3679), exploration: 0.1, score: 21.0
Scores: (min: 11.0, avg: 65.74, max: 185.0)

Episode: 2768 (3680), exploration: 0.1, score: 106.0
Scores: (min: 11.0, avg: 65.77, max: 185.0)

Episode: 2769 (3681), exploration: 0.1, score: 22.0
Scores: (min: 11.0, avg: 65.85, max: 185.0)

Episode: 2770 (3682), exploration: 0.1, score: 108.0
Scores: (min: 11.0, avg: 66.0, max: 185.0)

Episode: 2771 (3683), exploration: 0.1, score: 52.0
Scores: (min: 11.0, avg: 65.5, max: 185.0)

Episode: 2772 (3684), exploration: 0.1, score: 18.0
Scores: (min: 11.0, avg: 64.4, max: 185.0)

Episode: 2773 (3685), exploration: 0.1, score: 18.0
Scores: (min: 11.0, avg: 63.6, max: 185.0)

Episode: 2774 (3686), exploration: 0.1, score: 16.0
Scores: (min: 11.0, avg: 63.55, max: 185.0)

Episode: 2775 (3687), exploration: 0.1, score: 97.0
Scores: (min: 11.0, avg: 64.36, max: 185.0)

Episode: 2776 (3688), exploration: 0.1, score: 100.0
Scores: (min: 11.0, avg: 65.23, max: 185.0)

Episode: 2777 (3689), exploration: 0.1, score: 34.0
Scores: (min: 11.0, avg: 64.56, max: 185.0)

Episode: 2778 (3690), exploration: 0.1, score: 24.0
Scores: (min: 11.0, avg: 63.54, max: 185.0)

Episode: 2779 (3691), exploration: 0.1, score: 120.0
Scores: (min: 11.0, avg: 63.66, max: 185.0)

Episode: 2780 (3692), exploration: 0.1, score: 100.0
Scores: (min: 11.0, avg: 63.52, max: 185.0)

Episode: 2781 (3693), exploration: 0.1, score: 115.0
Scores: (min: 11.0, avg: 63.44, max: 185.0)

Episode: 2782 (3694), exploration: 0.1, score: 71.0
Scores: (min: 11.0, avg: 63.83, max: 185.0)

Episode: 2783 (3695), exploration: 0.1, score: 54.0
Scores: (min: 11.0, avg: 63.4, max: 185.0)

Episode: 2784 (3696), exploration: 0.1, score: 58.0
Scores: (min: 11.0, avg: 62.99, max: 185.0)

Episode: 2785 (3697), exploration: 0.1, score: 15.0
Scores: (min: 11.0, avg: 61.94, max: 185.0)

Episode: 2786 (3698), exploration: 0.1, score: 44.0
Scores: (min: 11.0, avg: 62.13, max: 185.0)

Episode: 2787 (3699), exploration: 0.1, score: 17.0
Scores: (min: 11.0, avg: 61.31, max: 185.0)

Episode: 2788 (3700), exploration: 0.1, score: 105.0
Scores: (min: 11.0, avg: 62.22, max: 185.0)

Episode: 2789 (3701), exploration: 0.1, score: 103.0
Scores: (min: 11.0, avg: 62.06, max: 185.0)

Episode: 2790 (3702), exploration: 0.1, score: 105.0
Scores: (min: 11.0, avg: 62.08, max: 185.0)

Episode: 2791 (3703), exploration: 0.1, score: 106.0
Scores: (min: 11.0, avg: 61.91, max: 185.0)

Episode: 2792 (3704), exploration: 0.1, score: 103.0
Scores: (min: 11.0, avg: 61.97, max: 185.0)
Weights of target Q-network updated

Episode: 2793 (3705), exploration: 0.1, score: 114.0
Scores: (min: 11.0, avg: 62.75, max: 185.0)

Episode: 2794 (3706), exploration: 0.1, score: 111.0
Scores: (min: 11.0, avg: 63.67, max: 185.0)

Episode: 2795 (3707), exploration: 0.1, score: 106.0
Scores: (min: 11.0, avg: 62.88, max: 121.0)

Episode: 2796 (3708), exploration: 0.1, score: 94.0
Scores: (min: 11.0, avg: 63.61, max: 121.0)

Episode: 2797 (3709), exploration: 0.1, score: 18.0
Scores: (min: 11.0, avg: 63.61, max: 121.0)

Episode: 2798 (3710), exploration: 0.1, score: 98.0
Scores: (min: 11.0, avg: 64.35, max: 121.0)

Episode: 2799 (3711), exploration: 0.1, score: 105.0
Scores: (min: 11.0, avg: 64.33, max: 121.0)

Episode: 2800 (3712), exploration: 0.1, score: 107.0
Scores: (min: 11.0, avg: 65.28, max: 121.0)

Episode: 2801 (3713), exploration: 0.1, score: 107.0
Scores: (min: 11.0, avg: 65.43, max: 121.0)

Episode: 2802 (3714), exploration: 0.1, score: 125.0
Scores: (min: 11.0, avg: 66.53, max: 125.0)

Episode: 2803 (3715), exploration: 0.1, score: 114.0
Scores: (min: 11.0, avg: 67.47, max: 125.0)

Episode: 2804 (3716), exploration: 0.1, score: 115.0
Scores: (min: 11.0, avg: 68.46, max: 125.0)

Episode: 2805 (3717), exploration: 0.1, score: 13.0
Scores: (min: 11.0, avg: 67.67, max: 125.0)

Episode: 2806 (3718), exploration: 0.1, score: 40.0
Scores: (min: 11.0, avg: 67.91, max: 125.0)

Episode: 2807 (3719), exploration: 0.1, score: 104.0
Scores: (min: 11.0, avg: 67.74, max: 125.0)

Episode: 2808 (3720), exploration: 0.1, score: 111.0
Scores: (min: 11.0, avg: 68.67, max: 125.0)

Episode: 2809 (3721), exploration: 0.1, score: 58.0
Scores: (min: 11.0, avg: 69.11, max: 125.0)

Episode: 2810 (3722), exploration: 0.1, score: 121.0
Scores: (min: 11.0, avg: 70.09, max: 125.0)

Episode: 2811 (3723), exploration: 0.1, score: 55.0
Scores: (min: 11.0, avg: 69.62, max: 125.0)

Episode: 2812 (3724), exploration: 0.1, score: 15.0
Scores: (min: 11.0, avg: 69.58, max: 125.0)

Episode: 2813 (3725), exploration: 0.1, score: 119.0
Scores: (min: 11.0, avg: 69.8, max: 125.0)

Episode: 2814 (3726), exploration: 0.1, score: 102.0
Scores: (min: 11.0, avg: 69.63, max: 125.0)

Episode: 2815 (3727), exploration: 0.1, score: 108.0
Scores: (min: 11.0, avg: 70.51, max: 125.0)

Episode: 2816 (3728), exploration: 0.1, score: 105.0
Model Saved
Scores: (min: 11.0, avg: 70.54, max: 125.0)

Episode: 2817 (3729), exploration: 0.1, score: 101.0
Scores: (min: 13.0, avg: 71.44, max: 125.0)

Episode: 2818 (3730), exploration: 0.1, score: 117.0
Scores: (min: 13.0, avg: 71.62, max: 125.0)

Episode: 2819 (3731), exploration: 0.1, score: 97.0
Scores: (min: 13.0, avg: 72.08, max: 125.0)

Episode: 2820 (3732), exploration: 0.1, score: 33.0
Scores: (min: 13.0, avg: 72.27, max: 125.0)

Episode: 2821 (3733), exploration: 0.1, score: 97.0
Scores: (min: 13.0, avg: 72.24, max: 125.0)

Episode: 2822 (3734), exploration: 0.1, score: 101.0
Scores: (min: 13.0, avg: 72.27, max: 125.0)

Episode: 2823 (3735), exploration: 0.1, score: 109.0
Scores: (min: 13.0, avg: 73.13, max: 125.0)

Episode: 2824 (3736), exploration: 0.1, score: 106.0
Scores: (min: 13.0, avg: 73.26, max: 125.0)

Episode: 2825 (3737), exploration: 0.1, score: 118.0
Scores: (min: 13.0, avg: 74.1, max: 125.0)

Episode: 2826 (3738), exploration: 0.1, score: 55.0
Scores: (min: 13.0, avg: 74.51, max: 125.0)

Episode: 2827 (3739), exploration: 0.1, score: 21.0
Scores: (min: 13.0, avg: 73.72, max: 125.0)

Episode: 2828 (3740), exploration: 0.1, score: 106.0
Scores: (min: 13.0, avg: 74.5, max: 125.0)

Episode: 2829 (3741), exploration: 0.1, score: 98.0
Scores: (min: 13.0, avg: 75.25, max: 125.0)

Episode: 2830 (3742), exploration: 0.1, score: 121.0
Scores: (min: 13.0, avg: 76.32, max: 125.0)

Episode: 2831 (3743), exploration: 0.1, score: 126.0
Scores: (min: 13.0, avg: 77.39, max: 126.0)

Episode: 2832 (3744), exploration: 0.1, score: 104.0
Scores: (min: 13.0, avg: 77.49, max: 126.0)

Episode: 2833 (3745), exploration: 0.1, score: 13.0
Scores: (min: 13.0, avg: 76.47, max: 126.0)

Episode: 2834 (3746), exploration: 0.1, score: 117.0
Scores: (min: 13.0, avg: 77.45, max: 126.0)

Episode: 2835 (3747), exploration: 0.1, score: 16.0
Scores: (min: 13.0, avg: 77.35, max: 126.0)

Episode: 2836 (3748), exploration: 0.1, score: 129.0
Scores: (min: 13.0, avg: 78.43, max: 129.0)

Episode: 2837 (3749), exploration: 0.1, score: 42.0
Scores: (min: 13.0, avg: 77.86, max: 129.0)

Episode: 2838 (3750), exploration: 0.1, score: 128.0
Scores: (min: 13.0, avg: 78.95, max: 129.0)

Episode: 2839 (3751), exploration: 0.1, score: 103.0
Scores: (min: 13.0, avg: 79.82, max: 129.0)

Episode: 2840 (3752), exploration: 0.1, score: 121.0
Scores: (min: 13.0, avg: 80.88, max: 129.0)

Episode: 2841 (3753), exploration: 0.1, score: 126.0
Scores: (min: 13.0, avg: 81.06, max: 129.0)

Episode: 2842 (3754), exploration: 0.1, score: 9.0
Scores: (min: 9.0, avg: 80.19, max: 129.0)

Episode: 2843 (3755), exploration: 0.1, score: 102.0
Scores: (min: 9.0, avg: 80.08, max: 129.0)

Episode: 2844 (3756), exploration: 0.1, score: 122.0
Scores: (min: 9.0, avg: 80.34, max: 129.0)

Episode: 2845 (3757), exploration: 0.1, score: 101.0
Scores: (min: 9.0, avg: 81.16, max: 129.0)

Episode: 2846 (3758), exploration: 0.1, score: 104.0
Scores: (min: 9.0, avg: 81.04, max: 129.0)

Episode: 2847 (3759), exploration: 0.1, score: 112.0
Scores: (min: 9.0, avg: 81.04, max: 129.0)
Weights of target Q-network updated

Episode: 2848 (3760), exploration: 0.1, score: 91.0
Scores: (min: 9.0, avg: 81.77, max: 129.0)

Episode: 2849 (3761), exploration: 0.1, score: 103.0
Scores: (min: 9.0, avg: 81.86, max: 129.0)

Episode: 2850 (3762), exploration: 0.1, score: 28.0
Scores: (min: 9.0, avg: 81.78, max: 129.0)

Episode: 2851 (3763), exploration: 0.1, score: 115.0
Scores: (min: 9.0, avg: 81.94, max: 129.0)

Episode: 2852 (3764), exploration: 0.1, score: 121.0
Scores: (min: 9.0, avg: 83.02, max: 129.0)

Episode: 2853 (3765), exploration: 0.1, score: 44.0
Scores: (min: 9.0, avg: 83.02, max: 129.0)

Episode: 2854 (3766), exploration: 0.1, score: 136.0
Scores: (min: 9.0, avg: 83.29, max: 136.0)

Episode: 2855 (3767), exploration: 0.1, score: 20.0
Scores: (min: 9.0, avg: 82.49, max: 136.0)

Episode: 2856 (3768), exploration: 0.1, score: 128.0
Scores: (min: 9.0, avg: 82.83, max: 136.0)

Episode: 2857 (3769), exploration: 0.1, score: 117.0
Scores: (min: 9.0, avg: 83.4, max: 136.0)

Episode: 2858 (3770), exploration: 0.1, score: 113.0
Scores: (min: 9.0, avg: 84.37, max: 136.0)

Episode: 2859 (3771), exploration: 0.1, score: 137.0
Scores: (min: 9.0, avg: 84.64, max: 137.0)

Episode: 2860 (3772), exploration: 0.1, score: 98.0
Scores: (min: 9.0, avg: 84.56, max: 137.0)

Episode: 2861 (3773), exploration: 0.1, score: 124.0
Scores: (min: 9.0, avg: 84.81, max: 137.0)

Episode: 2862 (3774), exploration: 0.1, score: 129.0
Scores: (min: 9.0, avg: 84.92, max: 137.0)

Episode: 2863 (3775), exploration: 0.1, score: 124.0
Scores: (min: 9.0, avg: 85.97, max: 137.0)

Episode: 2864 (3776), exploration: 0.1, score: 110.0
Scores: (min: 9.0, avg: 86.11, max: 137.0)

Episode: 2865 (3777), exploration: 0.1, score: 113.0
Scores: (min: 9.0, avg: 86.18, max: 137.0)

Episode: 2866 (3778), exploration: 0.1, score: 109.0
Scores: (min: 9.0, avg: 87.12, max: 137.0)

Episode: 2867 (3779), exploration: 0.1, score: 106.0
Scores: (min: 9.0, avg: 87.97, max: 137.0)

Episode: 2868 (3780), exploration: 0.1, score: 111.0
Scores: (min: 9.0, avg: 88.02, max: 137.0)

Episode: 2869 (3781), exploration: 0.1, score: 121.0
Scores: (min: 9.0, avg: 89.01, max: 137.0)

Episode: 2870 (3782), exploration: 0.1, score: 20.0
Scores: (min: 9.0, avg: 88.13, max: 137.0)

Episode: 2871 (3783), exploration: 0.1, score: 106.0
Scores: (min: 9.0, avg: 88.67, max: 137.0)

Episode: 2872 (3784), exploration: 0.1, score: 107.0
Scores: (min: 9.0, avg: 89.56, max: 137.0)

Episode: 2873 (3785), exploration: 0.1, score: 108.0
Scores: (min: 9.0, avg: 90.46, max: 137.0)

Episode: 2874 (3786), exploration: 0.1, score: 116.0
Scores: (min: 9.0, avg: 91.46, max: 137.0)

Episode: 2875 (3787), exploration: 0.1, score: 17.0
Scores: (min: 9.0, avg: 90.66, max: 137.0)

Episode: 2876 (3788), exploration: 0.1, score: 102.0
Scores: (min: 9.0, avg: 90.68, max: 137.0)

Episode: 2877 (3789), exploration: 0.1, score: 115.0
Scores: (min: 9.0, avg: 91.49, max: 137.0)

Episode: 2878 (3790), exploration: 0.1, score: 123.0
Scores: (min: 9.0, avg: 92.48, max: 137.0)

Episode: 2879 (3791), exploration: 0.1, score: 25.0
Scores: (min: 9.0, avg: 91.53, max: 137.0)

Episode: 2880 (3792), exploration: 0.1, score: 14.0
Model Saved
Scores: (min: 9.0, avg: 90.67, max: 137.0)

Episode: 2881 (3793), exploration: 0.1, score: 133.0
Scores: (min: 9.0, avg: 90.85, max: 137.0)

Episode: 2882 (3794), exploration: 0.1, score: 25.0
Scores: (min: 9.0, avg: 90.39, max: 137.0)

Episode: 2883 (3795), exploration: 0.1, score: 117.0
Scores: (min: 9.0, avg: 91.02, max: 137.0)

Episode: 2884 (3796), exploration: 0.1, score: 106.0
Scores: (min: 9.0, avg: 91.5, max: 137.0)

Episode: 2885 (3797), exploration: 0.1, score: 112.0
Scores: (min: 9.0, avg: 92.47, max: 137.0)

Episode: 2886 (3798), exploration: 0.1, score: 27.0
Scores: (min: 9.0, avg: 92.3, max: 137.0)

Episode: 2887 (3799), exploration: 0.1, score: 115.0
Scores: (min: 9.0, avg: 93.28, max: 137.0)

Episode: 2888 (3800), exploration: 0.1, score: 116.0
Scores: (min: 9.0, avg: 93.39, max: 137.0)

Episode: 2889 (3801), exploration: 0.1, score: 104.0
Scores: (min: 9.0, avg: 93.4, max: 137.0)

Episode: 2890 (3802), exploration: 0.1, score: 42.0
Scores: (min: 9.0, avg: 92.77, max: 137.0)

Episode: 2891 (3803), exploration: 0.1, score: 47.0
Scores: (min: 9.0, avg: 92.18, max: 137.0)

Episode: 2892 (3804), exploration: 0.1, score: 98.0
Scores: (min: 9.0, avg: 92.13, max: 137.0)

Episode: 2893 (3805), exploration: 0.1, score: 105.0
Scores: (min: 9.0, avg: 92.04, max: 137.0)

Episode: 2894 (3806), exploration: 0.1, score: 104.0
Scores: (min: 9.0, avg: 91.97, max: 137.0)

Episode: 2895 (3807), exploration: 0.1, score: 105.0
Scores: (min: 9.0, avg: 91.96, max: 137.0)

Episode: 2896 (3808), exploration: 0.1, score: 21.0
Scores: (min: 9.0, avg: 91.23, max: 137.0)

Episode: 2897 (3809), exploration: 0.1, score: 94.0
Scores: (min: 9.0, avg: 91.99, max: 137.0)

Episode: 2898 (3810), exploration: 0.1, score: 37.0
Scores: (min: 9.0, avg: 91.38, max: 137.0)

Episode: 2899 (3811), exploration: 0.1, score: 96.0
Scores: (min: 9.0, avg: 91.29, max: 137.0)

Episode: 2900 (3812), exploration: 0.1, score: 108.0
Scores: (min: 9.0, avg: 91.3, max: 137.0)

Episode: 2901 (3813), exploration: 0.1, score: 16.0
Scores: (min: 9.0, avg: 90.39, max: 137.0)

Episode: 2902 (3814), exploration: 0.1, score: 126.0
Scores: (min: 9.0, avg: 90.4, max: 137.0)
Weights of target Q-network updated

Episode: 2903 (3815), exploration: 0.1, score: 85.0
Scores: (min: 9.0, avg: 90.11, max: 137.0)

Episode: 2904 (3816), exploration: 0.1, score: 103.0
Scores: (min: 9.0, avg: 89.99, max: 137.0)

Episode: 2905 (3817), exploration: 0.1, score: 114.0
Scores: (min: 9.0, avg: 91.0, max: 137.0)

Episode: 2906 (3818), exploration: 0.1, score: 19.0
Scores: (min: 9.0, avg: 90.79, max: 137.0)

Episode: 2907 (3819), exploration: 0.1, score: 111.0
Scores: (min: 9.0, avg: 90.86, max: 137.0)

Episode: 2908 (3820), exploration: 0.1, score: 111.0
Scores: (min: 9.0, avg: 90.86, max: 137.0)

Episode: 2909 (3821), exploration: 0.1, score: 10.0
Scores: (min: 9.0, avg: 90.38, max: 137.0)

Episode: 2910 (3822), exploration: 0.1, score: 21.0
Scores: (min: 9.0, avg: 89.38, max: 137.0)

Episode: 2911 (3823), exploration: 0.1, score: 112.0
Scores: (min: 9.0, avg: 89.95, max: 137.0)

Episode: 2912 (3824), exploration: 0.1, score: 133.0
Scores: (min: 9.0, avg: 91.13, max: 137.0)

Episode: 2913 (3825), exploration: 0.1, score: 53.0
Scores: (min: 9.0, avg: 90.47, max: 137.0)

Episode: 2914 (3826), exploration: 0.1, score: 131.0
Scores: (min: 9.0, avg: 90.76, max: 137.0)

Episode: 2915 (3827), exploration: 0.1, score: 106.0
Scores: (min: 9.0, avg: 90.74, max: 137.0)

Episode: 2916 (3828), exploration: 0.1, score: 143.0
Scores: (min: 9.0, avg: 91.12, max: 143.0)

Episode: 2917 (3829), exploration: 0.1, score: 101.0
Scores: (min: 9.0, avg: 91.12, max: 143.0)

Episode: 2918 (3830), exploration: 0.1, score: 115.0
Scores: (min: 9.0, avg: 91.1, max: 143.0)

Episode: 2919 (3831), exploration: 0.1, score: 93.0
Scores: (min: 9.0, avg: 91.06, max: 143.0)

Episode: 2920 (3832), exploration: 0.1, score: 23.0
Scores: (min: 9.0, avg: 90.96, max: 143.0)

Episode: 2921 (3833), exploration: 0.1, score: 23.0
Scores: (min: 9.0, avg: 90.22, max: 143.0)

Episode: 2922 (3834), exploration: 0.1, score: 22.0
Scores: (min: 9.0, avg: 89.43, max: 143.0)

Episode: 2923 (3835), exploration: 0.1, score: 133.0
Scores: (min: 9.0, avg: 89.67, max: 143.0)

Episode: 2924 (3836), exploration: 0.1, score: 107.0
Scores: (min: 9.0, avg: 89.68, max: 143.0)

Episode: 2925 (3837), exploration: 0.1, score: 122.0
Scores: (min: 9.0, avg: 89.72, max: 143.0)

Episode: 2926 (3838), exploration: 0.1, score: 104.0
Scores: (min: 9.0, avg: 90.21, max: 143.0)

Episode: 2927 (3839), exploration: 0.1, score: 141.0
Scores: (min: 9.0, avg: 91.41, max: 143.0)

Episode: 2928 (3840), exploration: 0.1, score: 110.0
Scores: (min: 9.0, avg: 91.45, max: 143.0)

Episode: 2929 (3841), exploration: 0.1, score: 99.0
Scores: (min: 9.0, avg: 91.46, max: 143.0)

Episode: 2930 (3842), exploration: 0.1, score: 98.0
Scores: (min: 9.0, avg: 91.23, max: 143.0)

Episode: 2931 (3843), exploration: 0.1, score: 59.0
Scores: (min: 9.0, avg: 90.56, max: 143.0)

Episode: 2932 (3844), exploration: 0.1, score: 126.0
Scores: (min: 9.0, avg: 90.78, max: 143.0)

Episode: 2933 (3845), exploration: 0.1, score: 131.0
Scores: (min: 9.0, avg: 91.96, max: 143.0)

Episode: 2934 (3846), exploration: 0.1, score: 119.0
Scores: (min: 9.0, avg: 91.98, max: 143.0)

Episode: 2935 (3847), exploration: 0.1, score: 124.0
Scores: (min: 9.0, avg: 93.06, max: 143.0)

Episode: 2936 (3848), exploration: 0.1, score: 22.0
Scores: (min: 9.0, avg: 91.99, max: 143.0)

Episode: 2937 (3849), exploration: 0.1, score: 154.0
Scores: (min: 9.0, avg: 93.11, max: 154.0)

Episode: 2938 (3850), exploration: 0.1, score: 62.0
Scores: (min: 9.0, avg: 92.45, max: 154.0)

Episode: 2939 (3851), exploration: 0.1, score: 104.0
Scores: (min: 9.0, avg: 92.46, max: 154.0)

Episode: 2940 (3852), exploration: 0.1, score: 115.0
Scores: (min: 9.0, avg: 92.4, max: 154.0)

Episode: 2941 (3853), exploration: 0.1, score: 26.0
Scores: (min: 9.0, avg: 91.4, max: 154.0)

Episode: 2942 (3854), exploration: 0.1, score: 14.0
Scores: (min: 10.0, avg: 91.45, max: 154.0)

Episode: 2943 (3855), exploration: 0.1, score: 10.0
Scores: (min: 10.0, avg: 90.53, max: 154.0)

Episode: 2944 (3856), exploration: 0.1, score: 139.0
Model Saved
Scores: (min: 10.0, avg: 90.7, max: 154.0)

Episode: 2945 (3857), exploration: 0.1, score: 112.0
Scores: (min: 10.0, avg: 90.81, max: 154.0)

Episode: 2946 (3858), exploration: 0.1, score: 21.0
Scores: (min: 10.0, avg: 89.98, max: 154.0)

Episode: 2947 (3859), exploration: 0.1, score: 21.0
Scores: (min: 10.0, avg: 89.07, max: 154.0)

Episode: 2948 (3860), exploration: 0.1, score: 105.0
Scores: (min: 10.0, avg: 89.21, max: 154.0)

Episode: 2949 (3861), exploration: 0.1, score: 36.0
Scores: (min: 10.0, avg: 88.54, max: 154.0)

Episode: 2950 (3862), exploration: 0.1, score: 22.0
Scores: (min: 10.0, avg: 88.48, max: 154.0)

Episode: 2951 (3863), exploration: 0.1, score: 32.0
Scores: (min: 10.0, avg: 87.65, max: 154.0)

Episode: 2952 (3864), exploration: 0.1, score: 19.0
Scores: (min: 10.0, avg: 86.63, max: 154.0)

Episode: 2953 (3865), exploration: 0.1, score: 96.0
Scores: (min: 10.0, avg: 87.15, max: 154.0)

Episode: 2954 (3866), exploration: 0.1, score: 123.0
Scores: (min: 10.0, avg: 87.02, max: 154.0)

Episode: 2955 (3867), exploration: 0.1, score: 21.0
Scores: (min: 10.0, avg: 87.03, max: 154.0)

Episode: 2956 (3868), exploration: 0.1, score: 136.0
Scores: (min: 10.0, avg: 87.11, max: 154.0)

Episode: 2957 (3869), exploration: 0.1, score: 128.0
Scores: (min: 10.0, avg: 87.22, max: 154.0)

Episode: 2958 (3870), exploration: 0.1, score: 96.0
