Results of experiments stored in: ./experiments/CartPole-v1_15

Episode: 1 (908), exploration: 0.9991603023395271, score: 46.0

Episode: 485 (1392), exploration: 0.7504687829493315, score: 41.0
Scores: (min: 9.0, avg: 21.17, max: 57.0)

Episode: 486 (1393), exploration: 0.7500186097340992, score: 19.0
Scores: (min: 9.0, avg: 21.25, max: 57.0)

Episode: 487 (1394), exploration: 0.7497486354341028, score: 14.0
Scores: (min: 9.0, avg: 21.28, max: 57.0)

Episode: 488 (1395), exploration: 0.7488494227532623, score: 40.0
Scores: (min: 9.0, avg: 21.51, max: 57.0)

Episode: 489 (1396), exploration: 0.7484900397257549, score: 14.0
Scores: (min: 9.0, avg: 21.36, max: 57.0)

Episode: 490 (1397), exploration: 0.748041053471552, score: 21.0
Scores: (min: 9.0, avg: 21.44, max: 57.0)

Episode: 491 (1398), exploration: 0.7475923365444556, score: 19.0
Scores: (min: 9.0, avg: 21.52, max: 57.0)

Episode: 492 (1399), exploration: 0.7471438887829076, score: 21.0
Scores: (min: 9.0, avg: 21.38, max: 57.0)

Episode: 493 (1400), exploration: 0.7466061065402448, score: 22.0
Scores: (min: 9.0, avg: 21.45, max: 57.0)

Episode: 494 (1401), exploration: 0.7462478001107128, score: 18.0
Scores: (min: 9.0, avg: 21.45, max: 57.0)

Episode: 495 (1402), exploration: 0.745621177578827, score: 27.0
Scores: (min: 9.0, avg: 21.57, max: 57.0)

Episode: 496 (1403), exploration: 0.7449056818106685, score: 34.0
Scores: (min: 9.0, avg: 21.73, max: 57.0)

Episode: 497 (1404), exploration: 0.744458845655129, score: 17.0
Scores: (min: 9.0, avg: 21.81, max: 57.0)

Episode: 498 (1405), exploration: 0.7434767493780606, score: 47.0
Scores: (min: 9.0, avg: 21.71, max: 55.0)

Episode: 499 (1406), exploration: 0.7429416066837939, score: 21.0
Scores: (min: 9.0, avg: 21.83, max: 55.0)

Episode: 500 (1407), exploration: 0.7420505580279105, score: 40.0
Scores: (min: 9.0, avg: 22.05, max: 55.0)

Episode: 501 (1408), exploration: 0.7413384886151928, score: 32.0
Scores: (min: 9.0, avg: 22.25, max: 55.0)

Episode: 502 (1409), exploration: 0.7406271025020736, score: 35.0
Scores: (min: 9.0, avg: 22.43, max: 55.0)

Episode: 503 (1410), exploration: 0.7401828328780778, score: 20.0
Scores: (min: 9.0, avg: 22.5, max: 55.0)

Episode: 504 (1411), exploration: 0.7394725557286178, score: 32.0
Scores: (min: 9.0, avg: 22.6, max: 55.0)

Episode: 505 (1412), exploration: 0.7390289786664515, score: 20.0
Scores: (min: 9.0, avg: 22.56, max: 55.0)

Episode: 506 (1413), exploration: 0.7384084177620437, score: 26.0
Scores: (min: 9.0, avg: 22.67, max: 55.0)

Episode: 507 (1414), exploration: 0.738142622629617, score: 13.0
Scores: (min: 9.0, avg: 22.39, max: 55.0)

Episode: 508 (1415), exploration: 0.7367266635906123, score: 64.0
Scores: (min: 9.0, avg: 22.86, max: 64.0)

Episode: 509 (1416), exploration: 0.7361963795003275, score: 25.0
Scores: (min: 9.0, avg: 22.97, max: 64.0)

Episode: 510 (1417), exploration: 0.735843068840446, score: 14.0
Scores: (min: 9.0, avg: 22.93, max: 64.0)

Episode: 511 (1418), exploration: 0.7356664771000645, score: 10.0
Scores: (min: 9.0, avg: 22.91, max: 64.0)

Episode: 512 (1419), exploration: 0.7353134207475553, score: 14.0
Model Saved
Scores: (min: 9.0, avg: 22.92, max: 64.0)

Episode: 513 (1420), exploration: 0.734872338567534, score: 20.0
Scores: (min: 9.0, avg: 22.85, max: 64.0)

Episode: 514 (1421), exploration: 0.7346078162708649, score: 12.0
Scores: (min: 9.0, avg: 22.75, max: 64.0)

Episode: 515 (1422), exploration: 0.7344315209733124, score: 10.0
Scores: (min: 9.0, avg: 22.74, max: 64.0)

Episode: 516 (1423), exploration: 0.7339909678061772, score: 19.0
Scores: (min: 9.0, avg: 22.68, max: 64.0)

Episode: 517 (1424), exploration: 0.7334626528260413, score: 25.0
Scores: (min: 9.0, avg: 22.72, max: 64.0)

Episode: 518 (1425), exploration: 0.7330226808402941, score: 19.0
Scores: (min: 9.0, avg: 22.8, max: 64.0)

Episode: 519 (1426), exploration: 0.7325829727743901, score: 19.0
Scores: (min: 9.0, avg: 22.61, max: 64.0)

Episode: 520 (1427), exploration: 0.7322313962375637, score: 17.0
Scores: (min: 9.0, avg: 22.65, max: 64.0)

Episode: 521 (1428), exploration: 0.731440965812117, score: 35.0
Scores: (min: 9.0, avg: 22.81, max: 64.0)

Episode: 522 (1429), exploration: 0.7310022065474903, score: 20.0
Scores: (min: 9.0, avg: 22.81, max: 64.0)

Episode: 523 (1430), exploration: 0.7307390773311654, score: 12.0
Scores: (min: 9.0, avg: 22.75, max: 64.0)

Episode: 524 (1431), exploration: 0.7302131030098755, score: 26.0
Scores: (min: 9.0, avg: 22.62, max: 64.0)

Episode: 525 (1432), exploration: 0.7299502578367362, score: 9.0
Scores: (min: 9.0, avg: 22.29, max: 64.0)

Episode: 526 (1433), exploration: 0.7295123927822585, score: 23.0
Scores: (min: 9.0, avg: 22.41, max: 64.0)

Episode: 527 (1434), exploration: 0.7290747903837685, score: 18.0
Scores: (min: 9.0, avg: 22.38, max: 64.0)

Episode: 528 (1435), exploration: 0.7288123549540015, score: 14.0
Scores: (min: 9.0, avg: 22.04, max: 64.0)

Episode: 529 (1436), exploration: 0.7284625879879736, score: 13.0
Scores: (min: 9.0, avg: 22.01, max: 64.0)

Episode: 530 (1437), exploration: 0.7282877674567177, score: 9.0
Scores: (min: 9.0, avg: 22.0, max: 64.0)

Episode: 531 (1438), exploration: 0.7280256153212064, score: 13.0
Scores: (min: 9.0, avg: 21.79, max: 64.0)

Episode: 532 (1439), exploration: 0.7276762259222334, score: 15.0
Scores: (min: 9.0, avg: 21.8, max: 64.0)

Episode: 533 (1440), exploration: 0.7270651978977448, score: 28.0
Scores: (min: 9.0, avg: 21.9, max: 64.0)

Episode: 534 (1441), exploration: 0.7267162694161617, score: 17.0
Scores: (min: 9.0, avg: 21.77, max: 64.0)

Episode: 535 (1442), exploration: 0.7262803442890978, score: 19.0
Scores: (min: 9.0, avg: 21.75, max: 64.0)

Episode: 536 (1443), exploration: 0.7257575792926659, score: 26.0
Scores: (min: 9.0, avg: 21.92, max: 64.0)

Episode: 537 (1444), exploration: 0.7253222292416415, score: 17.0
Scores: (min: 9.0, avg: 21.99, max: 64.0)

Episode: 538 (1445), exploration: 0.7249741372344328, score: 19.0
Scores: (min: 9.0, avg: 21.89, max: 64.0)

Episode: 539 (1446), exploration: 0.724539257135841, score: 18.0
Scores: (min: 9.0, avg: 21.85, max: 64.0)

Episode: 540 (1447), exploration: 0.724278454302116, score: 12.0
Scores: (min: 9.0, avg: 21.75, max: 64.0)

Episode: 541 (1448), exploration: 0.7241046379026932, score: 10.0
Scores: (min: 9.0, avg: 21.74, max: 64.0)

Episode: 542 (1449), exploration: 0.7236702793785076, score: 18.0
Scores: (min: 9.0, avg: 21.73, max: 64.0)

Episode: 543 (1450), exploration: 0.7232361814068964, score: 20.0
Scores: (min: 9.0, avg: 21.72, max: 64.0)

Episode: 544 (1451), exploration: 0.7229758476241432, score: 11.0
Scores: (min: 9.0, avg: 21.65, max: 64.0)

Episode: 545 (1452), exploration: 0.7225421662115985, score: 21.0
Scores: (min: 9.0, avg: 21.71, max: 64.0)

Episode: 546 (1453), exploration: 0.722195408394466, score: 17.0
Scores: (min: 9.0, avg: 21.74, max: 64.0)

Episode: 547 (1454), exploration: 0.7217621951330894, score: 20.0
Scores: (min: 9.0, avg: 21.79, max: 64.0)

Episode: 548 (1455), exploration: 0.7212426822282859, score: 22.0
Scores: (min: 9.0, avg: 21.87, max: 64.0)

Episode: 549 (1456), exploration: 0.7209830660191212, score: 14.0
Scores: (min: 9.0, avg: 21.75, max: 64.0)

Episode: 550 (1457), exploration: 0.7202912129063574, score: 31.0
Scores: (min: 9.0, avg: 21.85, max: 64.0)

Episode: 551 (1458), exploration: 0.7197727587910758, score: 26.0
Scores: (min: 9.0, avg: 21.81, max: 64.0)

Episode: 552 (1459), exploration: 0.7189957772373219, score: 34.0
Scores: (min: 9.0, avg: 21.92, max: 64.0)

Episode: 553 (1460), exploration: 0.7179611063784269, score: 47.0
Scores: (min: 9.0, avg: 22.26, max: 64.0)

Episode: 554 (1461), exploration: 0.7177026713948097, score: 13.0
Scores: (min: 9.0, avg: 22.21, max: 64.0)

Episode: 555 (1462), exploration: 0.7173582361170904, score: 16.0
Scores: (min: 9.0, avg: 22.23, max: 64.0)

Episode: 556 (1463), exploration: 0.716755872084502, score: 27.0
Scores: (min: 9.0, avg: 22.15, max: 64.0)

Episode: 557 (1464), exploration: 0.7165838609964862, score: 11.0
Scores: (min: 9.0, avg: 22.16, max: 64.0)

Episode: 558 (1465), exploration: 0.7163259217617121, score: 12.0
Scores: (min: 9.0, avg: 22.15, max: 64.0)

Episode: 559 (1466), exploration: 0.715982147204875, score: 14.0
Scores: (min: 9.0, avg: 22.14, max: 64.0)

Episode: 560 (1467), exploration: 0.715466794686289, score: 23.0
Scores: (min: 9.0, avg: 22.17, max: 64.0)

Episode: 561 (1468), exploration: 0.715037617624333, score: 20.0
Scores: (min: 9.0, avg: 22.27, max: 64.0)

Episode: 562 (1469), exploration: 0.7145229449630595, score: 24.0
Scores: (min: 9.0, avg: 22.36, max: 64.0)

Episode: 563 (1470), exploration: 0.714180035679321, score: 16.0
Scores: (min: 9.0, avg: 22.39, max: 64.0)

Episode: 564 (1471), exploration: 0.7139229617178198, score: 12.0
Scores: (min: 9.0, avg: 22.32, max: 64.0)

Episode: 565 (1472), exploration: 0.7135803403742046, score: 19.0
Scores: (min: 9.0, avg: 22.05, max: 64.0)

Episode: 566 (1473), exploration: 0.7133234822771074, score: 12.0
Scores: (min: 9.0, avg: 21.99, max: 64.0)

Episode: 567 (1474), exploration: 0.7129811486318328, score: 15.0
Scores: (min: 9.0, avg: 21.91, max: 64.0)

Episode: 568 (1475), exploration: 0.712724506217879, score: 13.0
Scores: (min: 9.0, avg: 21.79, max: 64.0)

Episode: 569 (1476), exploration: 0.7124679561841076, score: 12.0
Scores: (min: 9.0, avg: 21.54, max: 64.0)

Episode: 570 (1477), exploration: 0.7121260331174463, score: 13.0
Scores: (min: 9.0, avg: 21.56, max: 64.0)

Episode: 571 (1478), exploration: 0.7118696985081381, score: 12.0
Scores: (min: 9.0, avg: 21.35, max: 64.0)

Episode: 572 (1479), exploration: 0.7109305941039888, score: 44.0
Scores: (min: 9.0, avg: 21.66, max: 64.0)

Episode: 573 (1480), exploration: 0.7106746898010846, score: 13.0
Scores: (min: 9.0, avg: 21.67, max: 64.0)

Episode: 574 (1481), exploration: 0.7102483873120796, score: 19.0
Scores: (min: 9.0, avg: 21.62, max: 64.0)

Episode: 575 (1482), exploration: 0.7098223405431878, score: 20.0
Scores: (min: 9.0, avg: 21.66, max: 64.0)

Episode: 576 (1483), exploration: 0.7095668351636907, score: 15.0
Model Saved
Scores: (min: 9.0, avg: 21.44, max: 64.0)

Episode: 577 (1484), exploration: 0.7091411972279562, score: 17.0
Scores: (min: 9.0, avg: 21.06, max: 64.0)

Episode: 578 (1485), exploration: 0.7086307687159451, score: 25.0
Scores: (min: 9.0, avg: 21.07, max: 64.0)

Episode: 579 (1486), exploration: 0.708375692250832, score: 14.0
Scores: (min: 9.0, avg: 21.03, max: 64.0)

Episode: 580 (1487), exploration: 0.7080357331173152, score: 14.0
Scores: (min: 9.0, avg: 20.96, max: 64.0)

Episode: 581 (1488), exploration: 0.7076959371348124, score: 16.0
Scores: (min: 9.0, avg: 20.92, max: 64.0)

Episode: 582 (1489), exploration: 0.7072714214685182, score: 20.0
Scores: (min: 9.0, avg: 20.69, max: 64.0)

Episode: 583 (1490), exploration: 0.7071016865120742, score: 10.0
Scores: (min: 9.0, avg: 20.64, max: 64.0)

Episode: 584 (1491), exploration: 0.7067623387912468, score: 16.0
Scores: (min: 9.0, avg: 20.42, max: 64.0)

Episode: 585 (1492), exploration: 0.7063383831495367, score: 17.0
Scores: (min: 9.0, avg: 20.18, max: 64.0)

Episode: 586 (1493), exploration: 0.7060841318442004, score: 14.0
Scores: (min: 9.0, avg: 20.13, max: 64.0)

Episode: 587 (1494), exploration: 0.7054065757024357, score: 30.0
Scores: (min: 9.0, avg: 20.29, max: 64.0)

Episode: 588 (1495), exploration: 0.7051526598075278, score: 15.0
Scores: (min: 9.0, avg: 20.04, max: 64.0)

Episode: 589 (1496), exploration: 0.7048142474511362, score: 14.0
Scores: (min: 9.0, avg: 20.04, max: 64.0)

Episode: 590 (1497), exploration: 0.7041379098864943, score: 32.0
Scores: (min: 9.0, avg: 20.15, max: 64.0)

Episode: 591 (1498), exploration: 0.7033778058667207, score: 37.0
Scores: (min: 9.0, avg: 20.33, max: 64.0)

Episode: 592 (1499), exploration: 0.7027871811687059, score: 29.0
Scores: (min: 9.0, avg: 20.41, max: 64.0)

Episode: 593 (1500), exploration: 0.7022813261760092, score: 23.0
Scores: (min: 9.0, avg: 20.42, max: 64.0)

Episode: 594 (1501), exploration: 0.7020285352359257, score: 11.0
Scores: (min: 9.0, avg: 20.35, max: 64.0)

Episode: 595 (1502), exploration: 0.7016916221894256, score: 18.0
Scores: (min: 9.0, avg: 20.26, max: 64.0)

Episode: 596 (1503), exploration: 0.7012707082475811, score: 17.0
Scores: (min: 9.0, avg: 20.09, max: 64.0)

Episode: 597 (1504), exploration: 0.6996735366681017, score: 79.0
Scores: (min: 9.0, avg: 20.71, max: 79.0)

Episode: 598 (1505), exploration: 0.6987505215416976, score: 43.0
Scores: (min: 9.0, avg: 20.67, max: 79.0)

Episode: 599 (1506), exploration: 0.698331371836774, score: 21.0
Scores: (min: 9.0, avg: 20.67, max: 79.0)

Episode: 600 (1507), exploration: 0.6977449846176078, score: 25.0
Scores: (min: 9.0, avg: 20.52, max: 79.0)

Episode: 601 (1508), exploration: 0.6974938265645231, score: 12.0
Scores: (min: 9.0, avg: 20.32, max: 79.0)

Episode: 602 (1509), exploration: 0.69699178164396, score: 25.0
Scores: (min: 9.0, avg: 20.22, max: 79.0)

Episode: 603 (1510), exploration: 0.6965736869297469, score: 22.0
Scores: (min: 9.0, avg: 20.24, max: 79.0)

Episode: 604 (1511), exploration: 0.6961558430121639, score: 17.0
Scores: (min: 9.0, avg: 20.09, max: 79.0)

Episode: 605 (1512), exploration: 0.6957382497407693, score: 22.0
Scores: (min: 9.0, avg: 20.11, max: 79.0)

Episode: 606 (1513), exploration: 0.6954043554878697, score: 15.0
Scores: (min: 9.0, avg: 20.0, max: 79.0)

Episode: 607 (1514), exploration: 0.6938205447571939, score: 77.0
Scores: (min: 9.0, avg: 20.64, max: 79.0)

Episode: 608 (1515), exploration: 0.6934875708370101, score: 16.0
Scores: (min: 9.0, avg: 20.16, max: 79.0)

Episode: 609 (1516), exploration: 0.6930715781447353, score: 19.0
Scores: (min: 9.0, avg: 20.1, max: 79.0)

Episode: 610 (1517), exploration: 0.6926558349881801, score: 19.0
Scores: (min: 9.0, avg: 20.15, max: 79.0)

Episode: 611 (1518), exploration: 0.692240341217659, score: 20.0
Scores: (min: 9.0, avg: 20.25, max: 79.0)

Episode: 612 (1519), exploration: 0.691410101236426, score: 40.0
Scores: (min: 9.0, avg: 20.51, max: 79.0)

Episode: 613 (1520), exploration: 0.6911612234677025, score: 15.0
Scores: (min: 9.0, avg: 20.46, max: 79.0)

Episode: 614 (1521), exploration: 0.6903322777287249, score: 37.0
Scores: (min: 9.0, avg: 20.71, max: 79.0)

Episode: 615 (1522), exploration: 0.6895870766368455, score: 37.0
Scores: (min: 9.0, avg: 20.98, max: 79.0)

Episode: 616 (1523), exploration: 0.689256134415617, score: 17.0
Scores: (min: 9.0, avg: 20.96, max: 79.0)

Episode: 617 (1524), exploration: 0.6887600188543441, score: 23.0
Scores: (min: 9.0, avg: 20.94, max: 79.0)

Episode: 618 (1525), exploration: 0.6880990868776435, score: 34.0
Scores: (min: 9.0, avg: 21.09, max: 79.0)

Episode: 619 (1526), exploration: 0.6875212916842187, score: 27.0
Scores: (min: 9.0, avg: 21.17, max: 79.0)

Episode: 620 (1527), exploration: 0.6871913408612979, score: 17.0
Scores: (min: 9.0, avg: 21.17, max: 79.0)

Episode: 621 (1528), exploration: 0.6868615483862667, score: 13.0
Scores: (min: 9.0, avg: 20.95, max: 79.0)

Episode: 622 (1529), exploration: 0.6865319141831315, score: 17.0
Scores: (min: 9.0, avg: 20.92, max: 79.0)

Episode: 623 (1530), exploration: 0.6861200938833547, score: 20.0
Scores: (min: 9.0, avg: 21.0, max: 79.0)

Episode: 624 (1531), exploration: 0.6858731202887591, score: 14.0
Scores: (min: 9.0, avg: 20.88, max: 79.0)

Episode: 625 (1532), exploration: 0.6856262355939888, score: 10.0
Scores: (min: 9.0, avg: 20.89, max: 79.0)

Episode: 626 (1533), exploration: 0.6850505168480019, score: 30.0
Scores: (min: 9.0, avg: 20.96, max: 79.0)

Episode: 627 (1534), exploration: 0.6845574284231096, score: 23.0
Scores: (min: 9.0, avg: 21.01, max: 79.0)

Episode: 628 (1535), exploration: 0.6843110173205753, score: 13.0
Scores: (min: 9.0, avg: 21.0, max: 79.0)

Episode: 629 (1536), exploration: 0.6837364029602954, score: 27.0
Scores: (min: 9.0, avg: 21.14, max: 79.0)

Episode: 630 (1537), exploration: 0.6824248099017358, score: 64.0
Scores: (min: 10.0, avg: 21.69, max: 79.0)

Episode: 631 (1538), exploration: 0.6821791664497436, score: 13.0
Scores: (min: 10.0, avg: 21.69, max: 79.0)

Episode: 632 (1539), exploration: 0.6818517793854125, score: 14.0
Scores: (min: 10.0, avg: 21.68, max: 79.0)

Episode: 633 (1540), exploration: 0.6815245494385884, score: 18.0
Scores: (min: 10.0, avg: 21.58, max: 79.0)

Episode: 634 (1541), exploration: 0.6811974765338684, score: 14.0
Scores: (min: 10.0, avg: 21.55, max: 79.0)

Episode: 635 (1542), exploration: 0.6804621362931242, score: 37.0
Scores: (min: 10.0, avg: 21.73, max: 79.0)

Episode: 636 (1543), exploration: 0.6801355732549289, score: 16.0
Scores: (min: 10.0, avg: 21.63, max: 79.0)

Episode: 637 (1544), exploration: 0.6798907538292387, score: 13.0
Scores: (min: 10.0, avg: 21.59, max: 79.0)

Episode: 638 (1545), exploration: 0.6789938363138571, score: 43.0
Scores: (min: 10.0, avg: 21.83, max: 79.0)

Episode: 639 (1546), exploration: 0.678505107390916, score: 25.0
Scores: (min: 10.0, avg: 21.9, max: 79.0)

Episode: 640 (1547), exploration: 0.6773661074969581, score: 53.0
Model Saved
Scores: (min: 10.0, avg: 22.31, max: 79.0)

Episode: 641 (1548), exploration: 0.6770410302851094, score: 16.0
Scores: (min: 10.0, avg: 22.37, max: 79.0)

Episode: 642 (1549), exploration: 0.6763913438134729, score: 35.0
Scores: (min: 10.0, avg: 22.54, max: 79.0)

Episode: 643 (1550), exploration: 0.6759044881230836, score: 21.0
Scores: (min: 10.0, avg: 22.55, max: 79.0)

Episode: 644 (1551), exploration: 0.6755801123622605, score: 17.0
Scores: (min: 10.0, avg: 22.61, max: 79.0)

Episode: 645 (1552), exploration: 0.6753369327057034, score: 14.0
Scores: (min: 10.0, avg: 22.54, max: 79.0)

Episode: 646 (1553), exploration: 0.6746888814808158, score: 32.0
Scores: (min: 10.0, avg: 22.69, max: 79.0)

Episode: 647 (1554), exploration: 0.6736371243029209, score: 49.0
Scores: (min: 10.0, avg: 22.98, max: 79.0)

Episode: 648 (1555), exploration: 0.6734754610934627, score: 11.0
Scores: (min: 10.0, avg: 22.87, max: 79.0)

Episode: 649 (1556), exploration: 0.6723449044175989, score: 55.0
Scores: (min: 10.0, avg: 23.28, max: 79.0)

Episode: 650 (1557), exploration: 0.6720222369494311, score: 14.0
Scores: (min: 10.0, avg: 23.11, max: 79.0)

Episode: 651 (1558), exploration: 0.6713773664963051, score: 32.0
Scores: (min: 10.0, avg: 23.17, max: 79.0)

Episode: 652 (1559), exploration: 0.6710551633627507, score: 17.0
Scores: (min: 10.0, avg: 23.0, max: 79.0)

Episode: 653 (1560), exploration: 0.6707331148588646, score: 17.0
Scores: (min: 10.0, avg: 22.7, max: 79.0)

Episode: 654 (1561), exploration: 0.6695268088734208, score: 60.0
Scores: (min: 10.0, avg: 23.17, max: 79.0)

Episode: 655 (1562), exploration: 0.6690448941656858, score: 23.0
Scores: (min: 10.0, avg: 23.24, max: 79.0)

Episode: 656 (1563), exploration: 0.6684028807614557, score: 32.0
Scores: (min: 10.0, avg: 23.29, max: 79.0)

Episode: 657 (1564), exploration: 0.6677614834312959, score: 33.0
Scores: (min: 10.0, avg: 23.51, max: 79.0)

Episode: 658 (1565), exploration: 0.6670406470998336, score: 36.0
Scores: (min: 10.0, avg: 23.75, max: 79.0)

Episode: 659 (1566), exploration: 0.6655214358289572, score: 77.0
Scores: (min: 10.0, avg: 24.38, max: 79.0)

Episode: 660 (1567), exploration: 0.6648828035244126, score: 31.0
Scores: (min: 10.0, avg: 24.46, max: 79.0)

Episode: 661 (1568), exploration: 0.6636870192582983, score: 61.0
Scores: (min: 10.0, avg: 24.87, max: 79.0)

Episode: 662 (1569), exploration: 0.6633685068270255, score: 16.0
Scores: (min: 10.0, avg: 24.79, max: 79.0)

Episode: 663 (1570), exploration: 0.6629705812365319, score: 19.0
Scores: (min: 10.0, avg: 24.82, max: 79.0)

Episode: 664 (1571), exploration: 0.6619370914508125, score: 51.0
Scores: (min: 10.0, avg: 25.21, max: 79.0)

Episode: 665 (1572), exploration: 0.661381264423741, score: 28.0
Scores: (min: 10.0, avg: 25.3, max: 79.0)

Episode: 666 (1573), exploration: 0.6601917776364329, score: 59.0
Scores: (min: 10.0, avg: 25.77, max: 79.0)

Episode: 667 (1574), exploration: 0.6599541371156277, score: 13.0
Scores: (min: 10.0, avg: 25.75, max: 79.0)

Episode: 668 (1575), exploration: 0.659637416145288, score: 16.0
Scores: (min: 10.0, avg: 25.78, max: 79.0)

Episode: 669 (1576), exploration: 0.6593208471736518, score: 16.0
Scores: (min: 10.0, avg: 25.82, max: 79.0)

Episode: 670 (1577), exploration: 0.6589253495961571, score: 20.0
Scores: (min: 10.0, avg: 25.89, max: 79.0)

Episode: 671 (1578), exploration: 0.658372051521675, score: 29.0
Scores: (min: 10.0, avg: 26.06, max: 79.0)

Episode: 672 (1579), exploration: 0.6577402797441255, score: 31.0
Scores: (min: 10.0, avg: 25.93, max: 79.0)

Episode: 673 (1580), exploration: 0.6573457302795143, score: 20.0
Scores: (min: 10.0, avg: 26.0, max: 79.0)

Episode: 674 (1581), exploration: 0.6568725833176747, score: 25.0
Scores: (min: 10.0, avg: 26.06, max: 79.0)

Episode: 675 (1582), exploration: 0.6566361375634409, score: 13.0
Scores: (min: 10.0, avg: 25.99, max: 79.0)

Episode: 676 (1583), exploration: 0.6560060315635388, score: 31.0
Scores: (min: 10.0, avg: 26.15, max: 79.0)

Episode: 677 (1584), exploration: 0.6556125223981342, score: 18.0
Scores: (min: 10.0, avg: 26.16, max: 79.0)

Episode: 678 (1585), exploration: 0.6548262120722517, score: 42.0
Scores: (min: 10.0, avg: 26.33, max: 79.0)

Episode: 679 (1586), exploration: 0.6544334106286681, score: 21.0
Scores: (min: 10.0, avg: 26.4, max: 79.0)

Episode: 680 (1587), exploration: 0.653726961708494, score: 36.0
Scores: (min: 10.0, avg: 26.62, max: 79.0)

Episode: 681 (1588), exploration: 0.653413229244365, score: 13.0
Scores: (min: 10.0, avg: 26.59, max: 79.0)

Episode: 682 (1589), exploration: 0.6531780287081593, score: 15.0
Scores: (min: 10.0, avg: 26.54, max: 79.0)

Episode: 683 (1590), exploration: 0.6527862159372844, score: 19.0
Scores: (min: 10.0, avg: 26.63, max: 79.0)

Episode: 684 (1591), exploration: 0.6516121872482936, score: 61.0
Scores: (min: 10.0, avg: 27.08, max: 79.0)

Episode: 685 (1592), exploration: 0.6507525750522352, score: 43.0
Scores: (min: 10.0, avg: 27.34, max: 79.0)

Episode: 686 (1593), exploration: 0.6498940968637077, score: 44.0
Scores: (min: 10.0, avg: 27.64, max: 79.0)

Episode: 687 (1594), exploration: 0.6493483823110162, score: 28.0
Scores: (min: 10.0, avg: 27.62, max: 79.0)

Episode: 688 (1595), exploration: 0.6488809917125633, score: 22.0
Scores: (min: 10.0, avg: 27.69, max: 79.0)

Episode: 689 (1596), exploration: 0.648569584895374, score: 18.0
Scores: (min: 10.0, avg: 27.73, max: 79.0)

Episode: 690 (1597), exploration: 0.6482583275265535, score: 14.0
Scores: (min: 10.0, avg: 27.55, max: 79.0)

Episode: 691 (1598), exploration: 0.6478694658680355, score: 21.0
Scores: (min: 10.0, avg: 27.39, max: 79.0)

Episode: 692 (1599), exploration: 0.6471701026064066, score: 38.0
Scores: (min: 10.0, avg: 27.48, max: 79.0)

Episode: 693 (1600), exploration: 0.6468595168681792, score: 15.0
Scores: (min: 10.0, avg: 27.4, max: 79.0)

Episode: 694 (1601), exploration: 0.6465490801842738, score: 14.0
Scores: (min: 10.0, avg: 27.43, max: 79.0)

Episode: 695 (1602), exploration: 0.646238792483157, score: 18.0
Scores: (min: 10.0, avg: 27.43, max: 79.0)

Episode: 696 (1603), exploration: 0.6454637245609387, score: 41.0
Scores: (min: 10.0, avg: 27.67, max: 79.0)

Episode: 697 (1604), exploration: 0.6452313855030143, score: 12.0
Scores: (min: 10.0, avg: 27.0, max: 77.0)

Episode: 698 (1605), exploration: 0.6444575258165813, score: 37.0
Scores: (min: 10.0, avg: 26.94, max: 77.0)

Episode: 699 (1606), exploration: 0.6441482418808652, score: 18.0
Scores: (min: 10.0, avg: 26.91, max: 77.0)

Episode: 700 (1607), exploration: 0.6437618456819534, score: 19.0
Scores: (min: 10.0, avg: 26.85, max: 77.0)

Episode: 701 (1608), exploration: 0.6432984761833745, score: 26.0
Scores: (min: 10.0, avg: 26.99, max: 77.0)

Episode: 702 (1609), exploration: 0.6429897484913484, score: 13.0
Scores: (min: 10.0, avg: 26.87, max: 77.0)

Episode: 703 (1610), exploration: 0.6419103678833474, score: 57.0
Scores: (min: 10.0, avg: 27.22, max: 77.0)

Episode: 704 (1611), exploration: 0.6412943926863326, score: 33.0
Model Saved
Scores: (min: 10.0, avg: 27.38, max: 77.0)

Episode: 705 (1612), exploration: 0.6410635544077751, score: 10.0
Scores: (min: 10.0, avg: 27.26, max: 77.0)

Episode: 706 (1613), exploration: 0.6405252548409246, score: 30.0
Scores: (min: 10.0, avg: 27.41, max: 77.0)

Episode: 707 (1614), exploration: 0.6402178580555558, score: 17.0
Scores: (min: 10.0, avg: 26.81, max: 77.0)

Episode: 708 (1615), exploration: 0.6390664334172733, score: 60.0
Scores: (min: 10.0, avg: 27.25, max: 77.0)

Episode: 709 (1616), exploration: 0.6387597367401557, score: 16.0
Scores: (min: 10.0, avg: 27.22, max: 77.0)

Episode: 710 (1617), exploration: 0.6383765728684766, score: 19.0
Scores: (min: 10.0, avg: 27.22, max: 77.0)

Episode: 711 (1618), exploration: 0.6375344212045657, score: 45.0
Scores: (min: 10.0, avg: 27.47, max: 77.0)

Episode: 712 (1619), exploration: 0.6369990850426093, score: 26.0
Scores: (min: 10.0, avg: 27.33, max: 77.0)

Episode: 713 (1620), exploration: 0.6359297609028037, score: 58.0
