Results of experiments stored in: ./experiments/CartPole-v1_4
Episode: 1, exploration: 1.0, score: 15.0
State: [ 0.15509946  0.38850767  0.00961726 -0.33508348], Output model: [20.980484 20.897203], Action: 0, score: 44.0
State: [ 0.16286962  0.19325018  0.00291559 -0.03938336], Output model: [21.007895 20.9855  ], Action: 0, score: 45.0
State: [ 0.16673462 -0.00191346  0.00212792  0.25421804], Output model: [21.06636  21.063553], Action: 0, score: 46.0
State: [ 0.16669635 -0.19706573  0.00721228  0.54757139], Output model: [21.019442 21.068945], Action: 1, score: 47.0
State: [ 0.16275504 -0.00204584  0.01816371  0.25716956], Output model: [21.044302 21.056461], Action: 1, score: 48.0
State: [ 0.16271412  0.19281214  0.0233071  -0.02972936], Output model: [21.019325 21.033648], Action: 1, score: 49.0
State: [ 0.16657036  0.38759223  0.02271252 -0.31496848], Output model: [21.03576  20.970358], Action: 0, score: 50.0
State: [ 0.17432221  0.19215424  0.01641315 -0.01521019], Output model: [21.078154 21.072414], Action: 0, score: 51.0
State: [ 0.17816529 -0.00319921  0.01610894  0.28260575], Output model: [21.113544 21.111008], Action: 0, score: 52.0
State: [ 0.17810131 -0.19854718  0.02176106  0.58032552], Output model: [20.965036 21.063353], Action: 1, score: 53.0
State: [ 0.17413037 -0.00373682  0.03336757  0.29457641], Output model: [21.10938  21.125221], Action: 1, score: 54.0
State: [0.17405563 0.19089393 0.0392591  0.01260105], Output model: [21.10142 21.13319], Action: 1, score: 55.0
State: [ 0.17787351  0.3854315   0.03951112 -0.26744125], Output model: [21.11937  21.083931], Action: 0, score: 56.0
State: [0.18558214 0.18976859 0.03416229 0.0374373 ], Output model: [21.173832 21.189796], Action: 1, score: 57.0
State: [ 0.18937751  0.38438442  0.03491104 -0.24427435], Output model: [21.167408 21.11706 ], Action: 0, score: 58.0
State: [0.1970652  0.18878166 0.03002555 0.05921276], Output model: [21.241707 21.24319 ], Action: 1, score: 59.0
State: [ 0.20084083  0.38346053  0.03120981 -0.22384773], Output model: [21.208183 21.145708], Action: 0, score: 60.0
State: [0.20851004 0.18790673 0.02673285 0.07851431], Output model: [21.26908  21.268694], Action: 0, score: 61.0
State: [ 0.21226818 -0.00758804  0.02830314  0.37951022], Output model: [21.216404 21.229143], Action: 1, score: 62.0
State: [0.21211642 0.18712078 0.03589334 0.09588396], Output model: [21.290268 21.305853], Action: 1, score: 63.0
State: [ 0.21585883  0.3817104   0.03781102 -0.18526208], Output model: [21.247917 21.205935], Action: 0, score: 64.0
State: [0.22349304 0.18606842 0.03410578 0.11910492], Output model: [21.305086 21.318373], Action: 1, score: 65.0
State: [ 0.22721441  0.38068554  0.03648788 -0.16262583], Output model: [21.265678 21.226295], Action: 0, score: 66.0
State: [0.23482812 0.18506075 0.03323536 0.14134109], Output model: [21.319756 21.33186 ], Action: 1, score: 67.0
State: [ 0.23852933  0.37969133  0.03606218 -0.14067416], Output model: [21.285292 21.249752], Action: 0, score: 68.0
State: [0.24612316 0.18407195 0.0332487  0.16316413], Output model: [21.334415 21.34646 ], Action: 1, score: 69.0
State: [ 0.2498046   0.37870254  0.03651198 -0.11884709], Output model: [21.307224 21.27697 ], Action: 0, score: 70.0
State: [0.25737865 0.183077   0.03413504 0.18512779], Output model: [21.350615 21.363373], Action: 1, score: 71.0
State: [ 0.26104019  0.37769434  0.0378376  -0.09659441], Output model: [21.332058 21.308655], Action: 0, score: 72.0
State: [0.26859408 0.18205109 0.03590571 0.20778202], Output model: [21.341244 21.374481], Action: 1, score: 73.0
State: [ 0.2722351   0.3766417   0.04006135 -0.07336176], Output model: [21.36041  21.345648], Action: 0, score: 74.0
State: [0.27976793 0.180969   0.03859411 0.23168667], Output model: [21.301664 21.37476 ], Action: 1, score: 75.0
State: [ 0.28338731  0.37551884  0.04322785 -0.04857691], Output model: [21.39213  21.387878], Action: 0, score: 76.0
State: [0.29089769 0.17980455 0.04225631 0.2574253 ], Output model: [21.243435 21.36774 ], Action: 1, score: 77.0
State: [ 0.29449378  0.37429854  0.04740482 -0.0216356 ], Output model: [21.426834 21.4351  ], Action: 1, score: 78.0
State: [ 0.30197975  0.56870973  0.0469721  -0.29899299], Output model: [21.394125 21.32228 ], Action: 0, score: 79.0
State: [0.31335395 0.3729508  0.04099224 0.00812625], Output model: [21.443684 21.448582], Action: 1, score: 80.0
State: [ 0.32081296  0.56746162  0.04115477 -0.27134653], Output model: [21.40592  21.330647], Action: 0, score: 81.0
State: [0.33216219 0.37177731 0.03572784 0.03402748], Output model: [21.465563 21.455776], Action: 0, score: 82.0
State: [0.33959774 0.17616171 0.03640839 0.33776538], Output model: [21.199585 21.39004 ], Action: 1, score: 83.0
State: [0.34312097 0.37074716 0.0431637  0.05678234], Output model: [21.428484 21.485306], Action: 1, score: 84.0
State: [ 0.35053592  0.56522449  0.04429934 -0.22197576], Output model: [21.47877  21.393959], Action: 0, score: 85.0
State: [0.36184041 0.36949826 0.03985983 0.08434529], Output model: [21.427965 21.490828], Action: 1, score: 86.0
State: [ 0.36923037  0.56402685  0.04154673 -0.19550013], Output model: [21.518728 21.413464], Action: 0, score: 87.0
State: [0.38051091 0.36833599 0.03763673 0.10999408], Output model: [21.422918 21.49603 ], Action: 1, score: 88.0
State: [ 0.38787763  0.56289897  0.03983661 -0.17058113], Output model: [21.558035 21.434343], Action: 0, score: 89.0
State: [0.39913561 0.36723015 0.03642499 0.13439811], Output model: [21.413637 21.501537], Action: 1, score: 90.0
State: [ 0.40648021  0.56181193  0.03911295 -0.14657438], Output model: [21.597414 21.457243], Action: 0, score: 91.0
State: [0.41771645 0.36615233 0.03618146 0.15818684], Output model: [21.41438  21.520695], Action: 1, score: 92.0
State: [ 0.4250395   0.56073809  0.0393452  -0.12286575], Output model: [21.581732 21.460009], Action: 0, score: 93.0
State: [0.43625426 0.36507518 0.03688789 0.18196598], Output model: [21.403551 21.533857], Action: 1, score: 94.0
State: [ 0.44355576  0.55965042  0.04052721 -0.09885574], Output model: [21.556746 21.461868], Action: 0, score: 95.0
State: [0.45474877 0.36397177 0.03855009 0.20633295], Output model: [21.373182 21.530464], Action: 1, score: 96.0
State: [ 0.46202821  0.55852186  0.04267675 -0.07394445], Output model: [21.526722 21.46509 ], Action: 0, score: 97.0
State: [0.47319864 0.3628149  0.04119786 0.23189186], Output model: [21.336016 21.527485], Action: 1, score: 98.0
State: [ 0.48045494  0.5573247   0.0458357  -0.04751653], Output model: [21.49443  21.474262], Action: 0, score: 99.0
State: [0.49160143 0.36157649 0.04488537 0.25926838], Output model: [21.2835   21.520409], Action: 1, score: 100.0
State: [ 0.49883296  0.55602988  0.05007073 -0.01892607], Output model: [21.462242 21.493637], Action: 1, score: 101.0
State: [ 0.50995356  0.75039933  0.04969221 -0.29540021], Output model: [21.697014 21.481215], Action: 0, score: 102.0
State: [0.52496155 0.55460547 0.04378421 0.01253155], Output model: [21.468636 21.490726], Action: 1, score: 103.0
State: [ 0.53605366  0.74907304  0.04403484 -0.2660218 ], Output model: [21.683432 21.465544], Action: 0, score: 104.0
State: [0.55103512 0.55335117 0.0387144  0.04021847], Output model: [21.469975 21.485676], Action: 1, score: 105.0
State: [ 0.56210214  0.74789719  0.03951877 -0.2400027 ], Output model: [21.67871  21.456444], Action: 0, score: 106.0
State: [0.57706009 0.55223364 0.03471872 0.06487897], Output model: [21.466816 21.479046], Action: 1, score: 107.0
State: [ 0.58810476  0.74684106  0.0360163  -0.21665099], Output model: [21.672592 21.448109], Action: 0, score: 108.0
State: [0.60304158 0.55122324 0.03168328 0.08717195], Output model: [21.459656 21.47138 ], Action: 1, score: 109.0
State: [ 0.61406605  0.74587705  0.03342672 -0.19534891], Output model: [21.662731 21.439117], Action: 0, score: 110.0
State: [0.62898359 0.5502933  0.02951974 0.10768846], Output model: [21.44884 21.4632 ], Action: 1, score: 111.0
State: [ 0.63998945  0.74498006  0.03167351 -0.17553691], Output model: [21.649311 21.429764], Action: 0, score: 112.0
State: [0.65488905 0.54941947 0.02816277 0.1269673 ], Output model: [21.434656 21.454992], Action: 1, score: 113.0
State: [ 0.66587744  0.74412689  0.03070212 -0.15669925], Output model: [21.632404 21.42037 ], Action: 0, score: 114.0
State: [0.68075998 0.54857912 0.02756813 0.14550918], Output model: [21.432947 21.461357], Action: 1, score: 115.0
State: [ 0.69173156  0.74329565  0.03047832 -0.13835063], Output model: [21.612022 21.411232], Action: 0, score: 116.0
State: [0.70659748 0.54775072 0.0277113  0.16378977], Output model: [21.430523 21.470798], Action: 1, score: 117.0
State: [ 0.71755249  0.74246524  0.0309871  -0.12002379], Output model: [21.588188 21.40275 ], Action: 0, score: 118.0
State: [0.7324018  0.54691334 0.02858662 0.18227199], Output model: [21.424171 21.480974], Action: 1, score: 119.0
State: [ 0.74334006  0.74161483  0.03223206 -0.1012576 ], Output model: [21.560772 21.395266], Action: 0, score: 120.0
State: [0.75817236 0.54604613 0.03020691 0.20141767], Output model: [21.411932 21.48883 ], Action: 1, score: 121.0
State: [ 0.76909328  0.74072333  0.03423526 -0.08158544], Output model: [21.529284 21.388948], Action: 0, score: 122.0
State: [0.78390775 0.54512777 0.03260355 0.22169918], Output model: [21.388382 21.490587], Action: 1, score: 123.0
State: [ 0.7948103   0.7397689   0.03703754 -0.0605236 ], Output model: [21.493343 21.38418 ], Action: 0, score: 124.0
State: [0.80960568 0.54413602 0.03582707 0.24361101], Output model: [21.351267 21.488575], Action: 1, score: 125.0
State: [ 0.8204884   0.73872841  0.04069929 -0.03755935], Output model: [21.445045 21.367277], Action: 0, score: 126.0
State: [0.83526297 0.54304717 0.0399481  0.26768173], Output model: [21.301369 21.478868], Action: 1, score: 127.0
State: [ 0.84612391  0.73757691  0.04530173 -0.01213846], Output model: [21.389853 21.350132], Action: 0, score: 128.0
State: [0.86087545 0.54183553 0.04505897 0.29448653], Output model: [21.236607 21.454578], Action: 1, score: 129.0
State: [0.87171216 0.73628709 0.0509487  0.01634809], Output model: [21.329174 21.336092], Action: 1, score: 130.0
State: [ 0.8864379   0.93064276  0.05127566 -0.25983467], Output model: [21.503895 21.327572], Action: 0, score: 131.0
State: [0.90505076 0.73482774 0.04607896 0.04857025], Output model: [21.324497 21.328989], Action: 1, score: 132.0
State: [ 0.91974731  0.92925971  0.04705037 -0.22922571], Output model: [21.48501 21.31183], Action: 0, score: 133.0
State: [0.93833251 0.73349808 0.04246586 0.07791948], Output model: [21.313343 21.318525], Action: 1, score: 134.0
State: [ 0.95300247  0.92798634  0.04402424 -0.2010687 ], Output model: [21.447245 21.278805], Action: 0, score: 135.0
State: [0.9715622  0.73226331 0.04000287 0.10517034], Output model: [21.305017 21.3134  ], Action: 1, score: 136.0
State: [ 0.98620746  0.92678984  0.04210628 -0.17462832], Output model: [21.405993 21.245224], Action: 0, score: 137.0
State: [1.00474326 0.73109136 0.03861371 0.13103481], Output model: [21.30208  21.315458], Action: 1, score: 138.0
State: [ 1.01936509  0.92563951  0.04123441 -0.14922029], Output model: [21.361404 21.21159 ], Action: 0, score: 139.0
State: [1.03787788 0.7299521  0.03825    0.15618081], Output model: [21.287369 21.309795], Action: 1, score: 140.0
State: [ 1.05247692  0.92450612  0.04137362 -0.124194  ], Output model: [21.31366  21.178415], Action: 0, score: 141.0
State: [1.07096704 0.7288166  0.03888974 0.18124945], Output model: [21.267643 21.304243], Action: 1, score: 142.0
State: [ 1.08554337  0.92336111  0.04251473 -0.09891597], Output model: [21.262686 21.146147], Action: 0, score: 143.0
State: [1.1040106  0.72765644 0.04053641 0.20687134], Output model: [21.230165 21.292273], Action: 1, score: 144.0
State: [ 1.11856372  0.92217599  0.04467383 -0.07275386], Output model: [21.208849 21.115675], Action: 0, score: 145.0
State: [1.13700724 0.726443   0.04321876 0.23368244], Output model: [21.18632  21.283228], Action: 1, score: 146.0
State: [ 1.1515361   0.92092164  0.04789241 -0.04506076], Output model: [21.157541 21.092049], Action: 0, score: 147.0
State: [1.16995454 0.72514682 0.04699119 0.26233974], Output model: [21.137651 21.27819 ], Action: 1, score: 148.0
State: [ 1.18445747  0.91956761  0.05223799 -0.01515918], Output model: [21.104235 21.072363], Action: 0, score: 149.0
State: [1.20284883 0.72373692 0.0519348  0.29353712], Output model: [21.087488 21.280886], Action: 1, score: 150.0
State: [1.21732356 0.91808144 0.05780554 0.01767538], Output model: [21.048935 21.057503], Action: 1, score: 151.0
State: [ 1.23568519  1.11232879  0.05815905 -0.25622362], Output model: [21.097818 20.992287], Action: 0, score: 152.0
State: [1.25793177 0.91642679 0.05303458 0.05422167], Output model: [21.008097 21.019629], Action: 1, score: 153.0
State: [ 1.2762603   1.11074977  0.05411901 -0.22126811], Output model: [21.048292 20.951742], Action: 0, score: 154.0
State: [1.2984753  0.9148977  0.04969365 0.0879831 ], Output model: [20.99333  21.008068], Action: 1, score: 155.0
State: [ 1.31677325  1.10927343  0.05145331 -0.18861664], Output model: [20.994633 20.910414], Action: 0, score: 156.0
State: [1.33895872 0.91345455 0.04768098 0.11984355], Output model: [20.846058 20.867485], Action: 1, score: 157.0
State: [ 1.35722781  1.10786207  0.05007785 -0.15742342], Output model: [20.82667  20.762566], Action: 0, score: 158.0
State: [1.37938505 0.91206024 0.04692938 0.15062787], Output model: [20.594465 20.628582], Action: 1, score: 159.0
State: [ 1.39762626  1.10647988  0.04994194 -0.12688833], Output model: [20.611774 20.575241], Action: 0, score: 160.0
State: [1.41975586 0.91067936 0.04740417 0.18112307], Output model: [20.315212 20.373032], Action: 1, score: 161.0
State: [ 1.43796944  1.10509206  0.05102663 -0.09623677], Output model: [20.318441 20.321491], Action: 1, score: 162.0
State: [ 1.46007129  1.29944695  0.0491019  -0.37239433], Output model: [20.122503 20.188622], Action: 1, score: 163.0
State: [ 1.48606022  1.49383821  0.04165401 -0.64919963], Output model: [19.659584 19.83625 ], Action: 1, score: 164.0
State: [ 1.51593699  1.68835592  0.02867002 -0.92848036], Output model: [19.460367 19.628284], Action: 1, score: 165.0
State: [ 1.54970411  1.88307933  0.01010041 -1.21201761], Output model: [19.339775 19.207802], Action: 0, score: 166.0
State: [ 1.58736569  1.68782846 -0.01413994 -0.91618678], Output model: [19.232664 19.379934], Action: 1, score: 167.0
State: [ 1.62112226  1.88313874 -0.03246368 -1.21327991], Output model: [18.912054 16.907818], Action: 0, score: 168.0
State: [ 1.65878504  1.68845043 -0.05672927 -0.93094397], Output model: [19.055986 18.019024], Action: 0, score: 169.0
State: [ 1.69255405  1.49413808 -0.07534815 -0.65661379], Output model: [19.298018 19.23469 ], Action: 0, score: 170.0
State: [ 1.72243681  1.30014142 -0.08848043 -0.38857584], Output model: [19.56151  19.556904], Action: 0, score: 171.0
State: [ 1.74843964  1.10637949 -0.09625195 -0.12504921], Output model: [19.574217 19.584953], Action: 1, score: 172.0
State: [ 1.77056723  1.30273916 -0.09875293 -0.44647979], Output model: [19.449749 19.426188], Action: 0, score: 173.0
State: [ 1.79662201  1.1091428  -0.10768253 -0.18648628], Output model: [19.545235 19.521315], Action: 0, score: 174.0
State: [ 1.81880487  0.9157131  -0.11141225  0.07038019], Output model: [19.505753 19.57154 ], Action: 1, score: 175.0
State: [ 1.83711913  1.11224138 -0.11000465 -0.25527202], Output model: [19.384953 19.335058], Action: 0, score: 176.0
State: [ 1.85936396e+00  9.18847928e-01 -1.15110088e-01  7.88552481e-04], Output model: [19.410559 19.454697], Action: 1, score: 177.0
State: [ 1.87774091  1.11541644 -0.11509432 -0.3258806 ], Output model: [19.287495 18.823687], Action: 0, score: 178.0
State: [ 1.90004924  0.92210522 -0.12161193 -0.07159528], Output model: [19.2795   19.295475], Action: 1, score: 179.0
State: [ 1.91849135  1.11874177 -0.12304383 -0.40003752], Output model: [19.157644 17.479317], Action: 0, score: 180.0
State: [ 1.94086618  0.92556045 -0.13104458 -0.14854   ], Output model: [19.267908 19.019625], Action: 0, score: 181.0
State: [ 1.95937739  0.73253478 -0.13401538  0.10009906], Output model: [19.433083 19.555065], Action: 1, score: 182.0
State: [ 1.97402809  0.92929744 -0.1320134  -0.23168117], Output model: [19.37104  18.180353], Action: 0, score: 183.0
State: [ 1.99261404  0.73628464 -0.13664703  0.01661958], Output model: [19.595049 19.604523], Action: 1, score: 184.0
State: [ 2.00733973  0.93307477 -0.13631463 -0.3158633 ], Output model: [19.398994 16.943481], Action: 0, score: 185.0
State: [ 2.02600122  0.74013112 -0.1426319  -0.06908509], Output model: [20.036963 19.171669], Action: 0, score: 186.0
State: [ 2.04080385  0.54731152 -0.1440136   0.17541554], Output model: [20.246998 20.311886], Action: 1, score: 187.0
State: [ 2.05175008  0.7441694  -0.14050529 -0.15900826], Output model: [20.290638 18.483076], Action: 0, score: 188.0
State: [ 2.06663346  0.55130939 -0.14368546  0.08625813], Output model: [20.662079 20.404104], Action: 0, score: 189.0
State: [ 2.07765965  0.35850807 -0.14196029  0.33038156], Output model: [20.80334  21.066277], Action: 1, score: 190.0
State: [ 2.08482981  0.55533534 -0.13535266 -0.00348566], Output model: [21.006536 20.246708], Action: 0, score: 191.0
State: [ 2.09593652  0.36238799 -0.13542238  0.24361597], Output model: [21.174501 21.309862], Action: 1, score: 192.0
State: [ 2.10318428  0.55915819 -0.13055006 -0.0885296 ], Output model: [21.44481  19.984842], Action: 0, score: 193.0
State: [ 2.11436744  0.36612568 -0.13232065  0.16028245], Output model: [21.64215  21.641756], Action: 0, score: 194.0
State: [ 2.12168996  0.17312184 -0.129115    0.40846861], Output model: [21.754513 22.099472], Action: 1, score: 195.0
State: [ 2.12515239  0.36981543 -0.12094563  0.07802965], Output model: [21.935526 21.799238], Action: 0, score: 196.0
State: [ 2.1325487   0.17661621 -0.11938503  0.33024011], Output model: [22.119915 22.37442 ], Action: 1, score: 197.0
State: [ 2.13608103  0.37321736 -0.11278023  0.00242159], Output model: [22.281893 21.83686 ], Action: 0, score: 198.0
State: [ 2.14354537  0.17987834 -0.1127318   0.25750057], Output model: [22.474047 22.622358], Action: 1, score: 199.0
State: [ 2.14714294  0.37641411 -0.10758179 -0.06850481], Output model: [22.685274 21.715792], Action: 0, score: 200.0
State: [ 2.15467122  0.18298584 -0.10895189  0.1883921 ], Output model: [22.88391  22.922735], Action: 1, score: 201.0
State: [ 2.15833094  0.37948423 -0.10518404 -0.13657632], Output model: [23.153257 21.555567], Action: 0, score: 202.0
State: [ 2.16592062  0.1860138  -0.10791557  0.12115831], Output model: [23.364393 23.288708], Action: 0, score: 203.0
State: [ 2.1696409  -0.00740983 -0.1054924   0.37794034], Output model: [23.383253 23.638077], Action: 1, score: 204.0
State: [ 2.1694927   0.18903979 -0.0979336   0.05394678], Output model: [23.61009  23.447994], Action: 0, score: 205.0
State: [ 2.1732735  -0.00455147 -0.09685466  0.31419575], Output model: [23.692709 23.876568], Action: 1, score: 206.0
State: [ 2.17318247  0.19180718 -0.09057075 -0.00739256], Output model: [23.888166 23.589521], Action: 0, score: 207.0
State: [ 2.17701861e+00 -1.90700096e-03 -9.07185981e-02  2.55396323e-01], Output model: [24.035986 24.149435], Action: 1, score: 208.0
State: [ 2.17698047  0.19438522 -0.08561067 -0.06446594], Output model: [24.218508 23.562387], Action: 0, score: 209.0
State: [ 2.18086818e+00  5.88385967e-04 -8.68999904e-02  2.00025873e-01], Output model: [24.404835 24.442406], Action: 1, score: 210.0
State: [ 2.18087995  0.19683879 -0.08289947 -0.11875538], Output model: [24.604317 23.500582], Action: 0, score: 211.0
State: [ 2.18481672  0.00299641 -0.08527458  0.14666511], Output model: [24.794394 24.744791], Action: 0, score: 212.0
State: [ 2.18487665 -0.19080742 -0.08234128  0.41127417], Output model: [24.611795 24.872908], Action: 1, score: 213.0
State: [ 2.1810605   0.00537942 -0.0741158   0.09380999], Output model: [24.890976 24.785954], Action: 0, score: 214.0
State: [ 2.18116809 -0.1886063  -0.0722396   0.36221964], Output model: [24.725887 24.939075], Action: 1, score: 215.0
State: [ 2.17739596  0.00746409 -0.0649952   0.04766114], Output model: [24.988243 24.833435], Action: 0, score: 216.0
State: [ 2.17754525 -0.18666858 -0.06404198  0.31915016], Output model: [24.827482 24.997583], Action: 1, score: 217.0
State: [ 2.17381187  0.00930423 -0.05765898  0.00697808], Output model: [25.092806 24.89189 ], Action: 0, score: 218.0
State: [ 2.17399796 -0.18494544 -0.05751942  0.28092603], Output model: [24.939981 25.069883], Action: 1, score: 219.0
State: [ 2.17029905  0.01094781 -0.05190089 -0.02932928], Output model: [25.184347 24.936686], Action: 0, score: 220.0
State: [ 2.17051801 -0.18339292 -0.05248748  0.24653726], Output model: [25.065966 25.157509], Action: 1, score: 221.0
State: [ 2.16685015  0.01243785 -0.04755673 -0.06222859], Output model: [25.291779 24.999952], Action: 0, score: 222.0
State: [ 2.16709891 -0.18197113 -0.04880131  0.21507877], Output model: [25.20832  25.262444], Action: 1, score: 223.0
State: [ 2.16345948  0.0138133  -0.04449973 -0.09259013], Output model: [25.416012 25.083548], Action: 0, score: 224.0
State: [ 2.16373575 -0.18064351 -0.04635153  0.18572773], Output model: [25.370338 25.387009], Action: 1, score: 225.0
State: [ 2.16012288  0.01510992 -0.04263698 -0.12120952], Output model: [25.56252 25.18837], Action: 0, score: 226.0
State: [ 2.16042508 -0.17937605 -0.04506117  0.15772283], Output model: [25.555769 25.534037], Action: 0, score: 227.0
State: [ 2.15683756 -0.37382485 -0.04190671  0.43585647], Output model: [25.115337 25.39293 ], Action: 1, score: 228.0
State: [ 2.14936106 -0.1781355  -0.03318958  0.13026317], Output model: [25.431728 25.397566], Action: 0, score: 229.0
State: [ 2.14579835 -0.37276668 -0.03058432  0.41229322], Output model: [24.97675  25.246225], Action: 1, score: 230.0
State: [ 2.13834302 -0.17722483 -0.02233846  0.11012722], Output model: [25.279865 25.241407], Action: 0, score: 231.0
State: [ 2.13479852 -0.37201967 -0.02013591  0.39567963], Output model: [24.808973 25.0783  ], Action: 1, score: 232.0
State: [ 2.12735813 -0.17661789 -0.01222232  0.09671682], Output model: [25.096529 25.061777], Action: 0, score: 233.0
State: [ 2.12382577 -0.37156256 -0.01028798  0.3855187 ], Output model: [24.607897 24.885021], Action: 1, score: 234.0
State: [ 2.11639452 -0.17629608 -0.00257761  0.08960987], Output model: [24.87629  24.854683], Action: 0, score: 235.0
State: [ 2.11286859e+00 -3.71380985e-01 -7.85411093e-04  3.81478446e-01], Output model: [24.368687 24.661701], Action: 1, score: 236.0
State: [ 2.10544098 -0.17624789  0.00684416  0.08854798], Output model: [24.611786 24.615873], Action: 1, score: 237.0
State: [ 2.10191602  0.01877529  0.00861512 -0.20196777], Output model: [24.664015 24.32011 ], Action: 0, score: 238.0
State: [ 2.10229152 -0.1764688   0.00457576  0.09342031], Output model: [24.64332  24.646915], Action: 1, score: 239.0
State: [ 2.09876215  0.01858727  0.00644417 -0.19781546], Output model: [24.70527  24.359385], Action: 0, score: 240.0
State: [ 2.09913389 -0.17662626  0.00248786  0.09689333], Output model: [24.680468 24.682125], Action: 1, score: 241.0
State: [ 2.09560137  0.01845994  0.00442573 -0.19500365], Output model: [24.751055 24.401583], Action: 0, score: 242.0
State: [ 2.09597057e+00 -1.76725034e-01  5.25652795e-04  9.90721125e-02], Output model: [24.724041 24.722338], Action: 0, score: 243.0
State: [ 2.09243607 -0.37185451  0.0025071   0.39192084], Output model: [24.20482  24.517374], Action: 1, score: 244.0
State: [ 2.08499898 -0.17676823  0.01034551  0.10002942], Output model: [24.431767 24.459763], Action: 1, score: 245.0
State: [ 2.08146361  0.01820393  0.0123461  -0.18937166], Output model: [24.477982 24.166386], Action: 0, score: 246.0
State: [ 2.08182769 -0.17709245  0.00855867  0.10718026], Output model: [24.43119  24.463392], Action: 1, score: 247.0
State: [ 2.07828584  0.01790581  0.01070227 -0.18279021], Output model: [24.48169  24.173891], Action: 0, score: 248.0
State: [ 2.07864396 -0.17736763  0.00704647  0.11324958], Output model: [24.430841 24.46655 ], Action: 1, score: 249.0
State: [ 2.0750966   0.01765265  0.00931146 -0.17720192], Output model: [24.480556 24.175669], Action: 0, score: 250.0
State: [ 2.07544966 -0.17760131  0.00576742  0.11840385], Output model: [24.430737 24.469355], Action: 1, score: 251.0
State: [ 2.07189763  0.01743754  0.0081355  -0.17245394], Output model: [24.47839  24.175852], Action: 0, score: 252.0
State: [ 2.07224638 -0.1777999   0.00468642  0.12278434], Output model: [24.430815 24.471853], Action: 1, score: 253.0
State: [ 2.06869038  0.01725459  0.00714211 -0.16841639], Output model: [24.475307 24.174658], Action: 0, score: 254.0
State: [ 2.06903548 -0.17796886  0.00377378  0.12651107], Output model: [24.431011 24.474075], Action: 1, score: 255.0
State: [ 2.0654761   0.01709883  0.006304   -0.16497888], Output model: [24.47144  24.172283], Action: 0, score: 256.0
State: [ 2.06581807 -0.17811279  0.00300442  0.12968609], Output model: [24.431282 24.476013], Action: 1, score: 257.0
State: [ 2.06225582  0.01696599  0.00559814 -0.16204746], Output model: [24.466877 24.168875], Action: 0, score: 258.0
State: [ 2.06259514 -0.17823565  0.00235719  0.13239626], Output model: [24.431559 24.477682], Action: 1, score: 259.0
State: [ 2.05903043  0.01685245  0.00500512 -0.15954207], Output model: [24.461666 24.164564], Action: 0, score: 260.0
State: [ 2.05936747e+00 -1.78340795e-01  1.81427837e-03  1.34715634e-01], Output model: [24.43181 24.47909], Action: 1, score: 261.0
State: [ 2.05580066  0.01675512  0.00450859 -0.15739436], Output model: [24.45588  24.159456], Action: 0, score: 262.0
State: [ 2.05613576e+00 -1.78431089e-01  1.36070379e-03  1.36707499e-01], Output model: [24.431955 24.480206], Action: 1, score: 263.0
State: [ 2.05256714  0.01667135  0.00409485 -0.15554584], Output model: [24.449558 24.153633], Action: 0, score: 264.0
State: [ 2.05290057e+00 -1.78508994e-01  9.83937069e-04  1.38426104e-01], Output model: [24.431974 24.481037], Action: 1, score: 265.0
State: [ 2.04933039  0.01659885  0.00375246 -0.15394624], Output model: [24.442715 24.147173], Action: 0, score: 266.0
State: [ 2.04966236e+00 -1.78576628e-01  6.73534286e-04  1.39918134e-01], Output model: [24.431795 24.481575], Action: 1, score: 267.0
State: [ 2.04609083  0.01653567  0.0034719  -0.15255223], Output model: [24.435368 24.140089], Action: 0, score: 268.0
State: [ 2.04642154e+00 -1.78635822e-01  4.20852394e-04  1.41223981e-01], Output model: [24.431374 24.481775], Action: 1, score: 269.0
State: [ 2.04284883  0.0164801   0.00324533 -0.15132614], Output model: [24.427479 24.132412], Action: 0, score: 270.0
State: [ 2.04317843e+00 -1.78688172e-01  2.18809125e-04  1.42378846e-01], Output model: [24.430616 24.481604], Action: 1, score: 271.0
State: [ 2.03960467  0.01643065  0.00306639 -0.15023504], Output model: [24.41878  24.124058], Action: 0, score: 272.0
State: [ 2.03993328e+00 -1.78735080e-01  6.16851999e-05  1.43413686e-01], Output model: [24.42948  24.480995], Action: 1, score: 273.0
State: [ 2.03635858  0.01638599  0.00292996 -0.14924978], Output model: [24.409576 24.115173], Action: 0, score: 274.0
State: [ 2.03668630e+00 -1.78777797e-01 -5.50366766e-05  1.44356047e-01], Output model: [24.427849 24.479895], Action: 1, score: 275.0
State: [ 2.03311074  0.01634494  0.00283208 -0.14834424], Output model: [24.399847 24.105736], Action: 0, score: 276.0
State: [ 2.03343764e+00 -1.78817450e-01 -1.34800571e-04  1.45230803e-01], Output model: [24.425661 24.478262], Action: 1, score: 277.0
State: [ 2.02986129  0.01630643  0.00276982 -0.14749465], Output model: [24.389511 24.095716], Action: 0, score: 278.0
State: [ 2.03018742e+00 -1.78855074e-01 -1.80077450e-04  1.46060813e-01], Output model: [24.422798 24.475994], Action: 1, score: 279.0
State: [ 2.02661032  0.01626946  0.00274114 -0.14667892], Output model: [24.378502 24.085072], Action: 0, score: 280.0
